Reported Issue #,Workorder #,Current Status,Open Date-Time,Resolved Date,Days Open,Report Source,Issue Type,Issue Sub-Type,Department Work Group,Incident Address,Latitude,Longitude,Lat-Long,Additional Questions,Last Updated
1346482,,resolved,01/12/2023 11:49:00 AM,01/13/2023 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""39th St at the stop light of the off ramp from northbound 71 Highway""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Charles Walker""|""Contact mailing address and phone number"":""6500 E 140th Pl Grandview MO 64030 - 816-668-7696""|""When did the injury or damage occur?"":""01-12-2023""|""If claim is for vehicle damage| please list make| model| and year"":""2018 Nissan Altima SB""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
658748,,new,06/11/2021 07:08:00 PM,,90,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""71010"",""Vehicle Description"":""Blueish Grey City Car"",""Location"":""North Chouteau Trfy and N Antioch"",""Date and time of incident"":""06-11-2021 01:35 PM""}",06/11/2021 07:14:10 PM
573900,,resolved,04/05/2021 10:19:00 PM,04/06/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,City Planning and Development,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection information if applicable to this report."":""1301 E Armor Blvd KCMO 64109""}",05/17/2021 01:53:14 PM
653486,,resolved,06/08/2021 06:20:00 PM,06/08/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,06/08/2021 09:35:14 PM
863416,,resolved,12/06/2021 11:49:00 AM,12/07/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""4033 Holmes St""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Lashawnta George""|""Contact mailing address and phone number"":""3644 Bales Ave KCMO 64128 816-547-4273""|""When did the injury or damage occur?"":""12-06-2021""|""If claim is for vehicle damage| please list make| model| and year"":""Chevy Silverado 2009""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
863303,,resolved,12/06/2021 10:53:00 AM,12/07/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to this report."":""9214 Wallace Ave""}""",05/05/2023 08:41:38 AM
863118,,resolved,12/06/2021 09:26:00 AM,12/08/2021 12:00:00 AM,1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""12\/3\/2021""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Marshall Morehead""|""Contact mailing address and phone number"":""3945 Forest Ave KCMO 64110 816-589-9038""|""When did the injury or damage occur?"":""12-03-2021""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
863028,,resolved,12/06/2021 08:02:00 AM,12/08/2021 12:00:00 AM,1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""on northbound Wornall between E 125th St and E Santa Fe Trl""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Diane Brooks""|""Contact mailing address and phone number"":""4802 E 285th St| Freeman MO| 64746 - 816.204.1332""|""When did the injury or damage occur?"":""11-15-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2013 Chevy Cruze""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
647475,,resolved,06/03/2021 07:23:00 PM,06/08/2021 12:00:00 AM,4,Phone Answered,Food Safety,Other,Health Food Safety,,,,,"{""Location Description, including address if applicable"":""501 Berkley Pkwy Kansas City, MO 64120"",""When did you visit?"":""06-04-2021 12:15 AM""}",06/08/2021 04:12:28 PM
734218,,resolved,08/09/2021 06:11:00 PM,08/19/2021 12:00:00 AM,9,Phone Answered,Municipal Court,Address Change,Municipal Court,,,,,"{""Ticket number(s), if they know"":""200225377""}",08/19/2021 02:06:03 PM
1039675,,resolved,05/13/2022 10:30:00 AM,08/24/2022 12:00:00 AM,102,Phone Answered,Administration or Questions,Housing,311 Research,,,,,"{""Issue or Question"":""Land Bank""}",08/24/2022 07:25:05 PM
861637,,resolved,12/03/2021 01:36:00 PM,12/07/2021 12:00:00 AM,3,CMS RAI,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""Westport & Clark""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Angel Mercier""|""Contact mailing address and phone number"":""12700 W 110th Ter""|""When did the injury or damage occur?"":""12-03-2021""|""If claim is for vehicle damage| please list make| model| and year"":""Toyota Tundra 2012""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
861593,,resolved,12/03/2021 01:02:00 PM,12/07/2021 12:00:00 AM,3,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""On N Congress Ave  just west of NW Old Tiffany Springs Rd""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""James Davenport""|""Contact mailing address and phone number"":""Mailing address: 4300 NE Blue Chase Cir. Lee's Summit  MO 64064  - PHONE: 816-679-6007""|""When did the injury or damage occur?"":""12-02-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2017 Lincoln Continental""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
1184458,,resolved,08/31/2022 10:48:00 PM,09/02/2022 12:00:00 AM,1,WEB RAI,Administration or Questions,City Planning and Development,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection information if applicable to this report."":""""}",09/02/2022 09:28:30 PM
582885,,resolved,04/13/2021 03:55:00 PM,04/19/2021 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""637 Brighton Ave""}",05/17/2021 01:41:39 PM
861176,,resolved,12/03/2021 09:55:00 AM,12/03/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""3251 E 28th St""|""Is this for an individual or a business?"":""individual""|""Contact name"":""DWIGHT HADLEY""|""Contact mailing address and phone number"":""3251 E 28th St""|""When did the injury or damage occur?"":""12-02-2021""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:38 AM
584759,,resolved,04/14/2021 06:31:00 PM,04/14/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide location information if needed for this report"":""2024 Wabash Ave""}",05/17/2021 01:39:16 PM
1126883,,resolved,07/18/2022 05:12:00 PM,08/12/2022 12:00:00 AM,24,Phone Answered,Administration or Questions,Housing,311 Research,,,,,,08/12/2022 10:41:35 PM
694607,,resolved,07/10/2021 09:20:00 PM,07/12/2021 12:00:00 AM,1,WEB RAI,Food Safety,Other,Health Food Safety,,,,,"{""Location Description, including address if applicable"":""The mule stop 101 Center St, Lathrop, MO 64465"",""When did you visit?"":""07-10-2021 03:30 PM""}",07/12/2021 05:18:03 PM
569586,,resolved,04/01/2021 03:20:00 PM,04/02/2021 12:00:00 AM,0,Phone Answered,Health Code Violations,Air Quality,Health Environmental Services,,,,,"{""What is the concern?"":""Odor"",""Name of Company Responsible (if applicable)"":""7639 Jefferson St"",""When did you notice the concern?"":""04-01-2021 10:21 AM""}",04/15/2021 10:00:56 PM
763085,,resolved,09/01/2021 01:38:00 PM,01/29/2022 12:00:00 AM,150,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,01/29/2022 01:49:37 PM
1155835,,new,08/09/2022 01:24:00 PM,,28,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""63007"",""Vehicle Description"":""White Front End, Blue Back KCSOLID waste on the side"",""Location"":""3854 E 60th St"",""Date and time of incident"":""08-09-2022 03:23 PM""}",08/09/2022 08:25:17 PM
1058815,,resolved,05/27/2022 02:27:00 PM,11/03/2022 12:00:00 AM,160,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""2236"",""Vehicle Description"":""DUMP TRUCK"",""Location"":""210 HIGHWAY"",""Date and time of incident"":""05-27-2022 02:28 PM""}",11/03/2022 06:15:33 PM
860844,,resolved,12/02/2021 09:39:00 PM,12/06/2021 12:00:00 AM,3,Android,311 Request Update,,311 Research,,,,,"{What is your request number?"":""that part of your 311 app doesn't work""|""If you do not have your request number| please provide us the location reported."":""1241 meadow lake pkwy ""|""How would you like us to contact you?"":""Phone Call""|""Please provide us the contact information for your preferred method."":""816 2250806""}""",05/05/2023 08:41:38 AM
1036411,,resolved,05/11/2022 10:00:00 AM,,,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""2524 Manchester Trfy  KCMO 64129""}",05/12/2022 03:23:00 PM
1120202,,resolved,07/13/2022 10:44:00 AM,11/28/2022 12:00:00 AM,138,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""63rd St from Troost to Swope""}",11/28/2022 10:56:01 PM
859796,,resolved,12/02/2021 10:00:00 AM,12/09/2021 12:00:00 AM,6,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,05/05/2023 08:41:38 AM
575317,,resolved,04/06/2021 09:02:00 PM,04/14/2021 12:00:00 AM,7,Phone Answered,Food Safety,Other,Health Food Safety,,,,,"{""Location Description, including address if applicable"":""6200 Troost Ave Kansas City Missouri 64110"",""When did you visit?"":""04-06-2021 11:00 AM""}",05/17/2021 01:51:05 PM
1091350,,new,06/21/2022 01:18:00 PM,,355,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,06/21/2022 06:33:00 PM
1082545,,resolved,06/14/2022 01:56:00 PM,,,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,06/17/2022 06:04:00 PM
859317,,resolved,12/01/2021 04:49:00 PM,10/05/2022 12:00:00 AM,307,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to the report."":""33rd and Forest""}""",05/05/2023 08:41:38 AM
859314,,resolved,12/01/2021 05:02:00 PM,10/05/2022 12:00:00 AM,307,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to the report."":""6511 Roberts St.  KCMO 64125""}""",05/05/2023 08:41:38 AM
859259,,resolved,12/01/2021 04:28:00 PM,10/05/2022 12:00:00 AM,307,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to the report."":""3314 Forest Ave""}""",05/05/2023 08:41:38 AM
1176674,,resolved,08/25/2022 03:00:00 PM,08/26/2022 12:00:00 AM,0,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide address and location information if needed for this report"":""Ward Pkwy and W Meyer Blvd""}",08/26/2022 03:40:34 PM
691715,,resolved,07/08/2021 10:50:00 AM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""2408"",""Vehicle Description"":""White water truck"",""Location"":""5144 Garfield Ave"",""Date and time of incident"":""07-08-2021 11:06 AM""}",05/02/2022 01:36:00 PM
